Id	Length	nk15	nk17	nk19	nk21	nk23	nk25
ch285_file0	2733	0	0	0	0	0	0
ch19_file2	4524	0	0	0	0	0	0
ch1_file23	5465	0	0	0	0	0	0
ch181_file67	2535	0	0	0	0	0	0
ch83_file13	3223	0	0	0	0	0	0
ch452_file47	3289	0	0	0	0	0	0
ch253_file21	5682	0	0	0	0	0	0
ch481_file7	7133	0	0	0	0	0	0
ch19_file194	2498	0	0	0	0	0	0
ch336_file63	3892	0	0	0	0	0	0
ch4_file127	1746	0	0	0	0	0	0
ch162_file81	2652	0	0	0	0	0	0
ch285_file20	7475	0	0	0	0	0	0
ch354_file31	3619	0	0	0	0	0	0
ch450_file50	3628	0	0	0	0	0	0
ch221_file7	2709	0	0	0	0	0	0
ch248_file81	2737	0	0	0	0	0	0
ch223_file25	1716	0	0	0	0	0	0
ch154_file119	7620	0	0	0	0	0	0
ch306_file57	5420	0	0	0	0	0	0
ch110_file8	1350	0	0	0	0	0	0
ch9_file30	1735	0	0	0	0	0	0
ch423_file3	7510	0	0	0	0	0	0
ch66_file52	4814	0	0	0	0	0	0
ch360_file23	5003	0	0	0	0	0	0
ch411_file59	2523	0	0	0	0	0	0
ch85_file155	4672	0	0	0	0	0	0
ch474_file62	1395	0	0	0	0	0	0
ch248_file32	6054	0	0	0	0	0	0
ch407_file43	7513	0	0	0	0	0	0
ch455_file74	1614	0	0	0	0	0	0
ch135_file43	2670	0	0	0	0	0	0
ch433_file121	3586	0	0	0	0	0	0
ch325_file26	1402	0	0	0	0	0	0
ch407_file35	5586	0	0	0	0	0	0
ch453_file99	5480	0	0	0	0	0	0
ch450_file164	2213	0	0	0	0	0	0
ch66_file62	2834	0	0	0	0	0	0
ch408_file28	3010	0	0	0	0	0	0
ch281_file22	4757	0	0	0	0	0	0
ch453_file93	6091	0	0	0	0	0	0
ch75_file5	4771	0	0	0	0	0	0
ch286_file93	4373	0	0	0	0	0	0
ch66_file130	6550	0	0	0	0	0	0
ch136_file23	3447	0	0	0	0	0	0
